ID,Block,Population,Tree,Acorn,Coastal_NonCoastal,Region,Distance_from_LS_in_Km,Distance_from_LS_in_mi,Latitude,Longitude,Acorn_Weight,Rooted__Yes_No_,Germited,Julian_Date_Germition,Log_Julian_Date_Germition_,X06_17_19_Height,Early_Growth_rate,X08_19_19_Height,Late_Growth_rate,Height_Growth_Rate,X06_24_19_Diameter,Early_Diameter_rate,Late_diameter_rate,Diameter_Growth_Rate,X06_17_19_Leaves,X06_24_19_Leaves,weight_g,leaf_area_cm2,SLA_cm2_g_,Log_SLA_cm2_g,Survived_Season__1_YES_,Mean_Annual_Temp,Isothermality,Temperature_Seasolity,Max_Temperature_of_Warmest_Month,Min__Temperature_of_Coldest_Month,Annual_Precipitation,Precipitation_of_Wettest_Month,Precipitation_of_Driest_Month,Precipitation_Seasolity__Coefficient_of_Variation_,Precipitation_of_Warmest_Quarter,Precipitation_of_Coldest_Quarter,Hardiness_Zone
236,1,SC,10,22,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,3.8345,0,1,149,5.003946306,12,,12.4,0.057142857,0.636363636,2.18,0.14,0.052,0.105454545,5,6,0.0848,17.23,203.1839623,5.314111787,1,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
237,1,FF,14,3,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,3.8923,0,1,155,5.043425117,11.3,,24.5,1.842857143,2.036363636,2.37,0.1775,0.046,0.110909091,4,4,0.169,31.72,187.6923077,5.234803961,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
238,1,BS,8,1,Non Coastal,Inland,82.07634,51,46.2071725,-92.819646,3.7415,0,1,149,5.003946306,16.6,3.9,17,0.057142857,0.936363636,2.26,0.1175,0.01,0.098181818,5,5,0.1966,37.52,190.844354,5.251458195,1,4.672093868,27.81402397,1194.266479,26.83200073,-19.47550011,764,109,17,51.18334961,313,70,3b
239,1,TG,14,20,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,6.0662,0,1,147,4.990432587,16.7,3.6,17,0,0.590909091,3.08,0.1925,0.046,0.075454545,7,7,0.2133,34.51,161.7909048,5.086304791,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
240,1,FF,1,5,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.7527,0,1,149,5.003946306,13.9,,14.3,0.028571429,0.936363636,3.1,0.4075,-0.03,0.072727273,5,5,0.1594,25.15,157.7791719,5.061196409,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
241,1,NJ,7,13,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,4.1331,0,0,,,,,,,,,,,,,,,,,,0,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
242,1,GL,3,4,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,3.8664,0,1,155,5.043425117,14,,17.1,0.442857143,1.418181818,2.31,0.2025,0.422,0.146363636,6,6,0.1283,21.62,168.5113016,5.12700282,1,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
243,1,SC,9,22,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,4.5132,0,0,,,,,,,,,,,,,,,,,,0,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
244,1,FF,12,23,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,3.911,0,1,151,5.017279837,11.5,,12.4,0.114285714,0.590909091,2.08,0.1425,0,0.077272727,5,5,0.1523,32.52,213.5259357,5.363758304,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
245,1,TG,13,17,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.1505,1,1,147,4.990432587,5.5,0.95,14.1,1.014285714,0.9,1.82,0.1575,0.072,0.092727273,5,5,0.1337,29.96,224.0837696,5.412019954,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
246,1,TG,1,1,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.2518,1,1,138,4.927253685,7,0.225,16.1,0.314285714,0.790909091,2.93,0.1775,0.018,0.064545455,7,8,0.1773,39.82,224.5910886,5.414281365,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
247,1,SC,9,34,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,5.3166,0,1,147,4.990432587,14.7,3.075,23.4,1.242857143,1.181818182,2.79,0.185,-0.012,0.098181818,5,5,0.223,47.16,211.4798206,5.354129583,1,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
248,1,GL,7,8,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,3.7223,0,1,147,4.990432587,8.5,1.7,8.1,,0.009090909,2.72,0.1625,-0.164,0.022727273,6,6,0.1903,43.85,230.4256437,5.439928223,1,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
249,1,FF,5,2,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.5864,0,1,147,4.990432587,11.2,2.55,12,0.1,0.536363636,2.6,0.2,0.092,0.145454545,4,4,0.1685,30.76,182.5519288,5.207034674,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
250,1,GL,10,7,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,3.6878,0,1,155,5.043425117,11.3,,23.5,1.714285714,1.827272727,2.24,0.21,0.12,0.123636364,5,5,0.1941,44.47,229.1087069,5.434196593,1,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
251,1,NJ,6,1,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,4.9728,1,1,143,4.96284463,6.9,0.775,10.6,0.285714286,0.381818182,2.66,0.2625,0.016,0.08,4,6,0.2208,44.67,202.3097826,5.3098001,1,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
252,1,NJ,3,2,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,2.9911,1,1,147,4.990432587,6.3,0.975,14,1.1,0.736363636,1.51,0.1,0,0.08,6,6,0.0973,28.26,290.4419322,5.671403667,1,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
253,1,TG,10,23,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.2419,1,1,151,5.017279837,8.5,,10.5,0.285714286,0.763636364,2.05,0.1175,0.058,0.086363636,6,6,0.0947,22.31,235.5860612,5.462076287,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
254,1,FF,11,19,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,3.2807,0,1,149,5.003946306,10.5,,23.7,1.785714286,1.709090909,2.49,0.215,-0.544,-0.121818182,6,6,0.1989,43.98,221.1161388,5.398688078,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
255,1,TG,3,30,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.4474,1,1,143,4.96284463,10,1,15.3,0.5,0.563636364,2.94,0.235,0,0.100909091,5,5,0.1798,36.77,204.5050056,5.320592452,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
256,1,SC,4,3,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,2.9462,0,0,,,,,,,,,,,,,,,,,,0,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
257,1,JC,1,9,Coastal,Coastal,16.89807,10.5,46.642718,-92.322142,2.7681,1,1,147,4.990432587,9.7,1.15,10,0.042857143,0.063636364,1.96,0.1125,0.054,0.071818182,4,4,0.1035,23.28,224.9275362,5.415778289,1,4.6875,26.33461952,1158.328247,25.8864994,-18.48475075,766,107,18,49.84061813,305,71,4a
258,1,TG,3,46,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.3729,1,1,147,4.990432587,4.2,0.725,4.2,,0.127272727,1.19,0.055,0.02,0.032727273,4,4,0.0318,7.88,247.7987421,5.512616893,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
259,1,SC,3,12,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,2.9247,0,1,151,5.017279837,7.5,1.625,15,1.071428571,1.136363636,1.78,0.1225,0.028,0.083636364,5,5,0.1158,30.76,265.6303972,5.582105858,1,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
260,1,FF,13,7,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,3.2928,0,1,143,4.96284463,9.5,1.55,9.5,0,0.190909091,2.61,0.165,-0.036,0.054545455,4,4,0.1783,30.93,173.4716769,5.156014341,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
261,1,TG,6,24,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.1681,1,1,143,4.96284463,14.9,2.6,23.4,1.057142857,0.836363636,3.44,0.3075,-0.124,0.106363636,4,4,0.2284,46.51,203.6339755,5.316324144,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
262,1,BS,2,18,Non Coastal,Inland,82.07634,51,46.2071725,-92.819646,6.4577,1,1,147,4.990432587,10,1.65,10.4,0.028571429,0.263636364,2.28,0.07,0,0.101818182,4,4,0.1675,27.9,166.5671642,5.115398617,1,4.672093868,27.81402397,1194.266479,26.83200073,-19.47550011,764,109,17,51.18334961,313,70,3b
263,1,FF,1,45,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.0949,0,1,204,5.318119994,,,3.5,,,,,,,,,0.0614,18.83,306.6775244,5.725796786,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
264,1,NJ,3,6,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,3.1885,0,1,149,5.003946306,7.6,,10.1,0.071428571,0.827272727,1.68,,0.072,,2,5,0.1025,27.57,268.9756098,5.594620705,1,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
265,1,GL,1,1,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,3.6088,0,1,151,5.017279837,15.4,,24.4,1.271428571,2.009090909,2.07,0.1575,0.046,0.14,6,6,0.1986,42.25,212.7391742,5.360066881,1,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
266,1,TG,6,32,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.4324,1,1,149,5.003946306,8.8,1.7,17.7,1.142857143,1.172727273,2.64,0.265,0.014,0.124545455,6,6,0.1115,32.84,294.529148,5.685377973,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
267,1,NJ,11,7,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,3.6771,1,1,147,4.990432587,6.6,1.4,8.3,0.214285714,0.554545455,2.21,0.0625,-0.072,0.007272727,4,6,0.2276,67.61,297.056239,5.693921478,1,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
268,1,TG,10,7,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.6519,1,1,143,4.96284463,9.3,1.45,17.1,1,0.8,2.36,0.155,0.12,0.132727273,4,4,0.2041,45.49,222.8809407,5.406637731,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
269,1,TG,14,24,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,6.3974,1,1,162,5.087596335,6.1,,10.9,0.428571429,,2.81,,0.002,,6,7,0.1001,24.9,248.7512488,5.516453396,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
270,1,TG,3,34,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.0413,1,1,147,4.990432587,9.3,1.525,9.1,,0.081818182,2.27,0.1275,-0.1,0.044545455,5,5,0.0941,21.06,223.8044633,5.410772739,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
271,1,NJ,1,4,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,5.8008,1,1,151,5.017279837,10.3,,9.6,0.014285714,0.609090909,2.32,0.22,0.112,0.123636364,5,5,0.1653,34.37,207.9249849,5.337177365,1,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
272,1,GL,2,7,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,4.7805,0,1,151,5.017279837,12.8,,23.1,1.471428571,1.872727273,2.62,0.265,0.042,0.138181818,4,4,0.1673,33.49,200.1793186,5.299213558,1,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
273,1,FF,12,7,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.279,0,1,155,5.043425117,12,,17.3,0.757142857,1.527272727,1.93,0.2125,0.14,0.177272727,6,7,0.1402,28.94,206.4194009,5.329910026,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
274,1,SC,9,2,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,4.407,0,1,204,5.318119994,,,4,,,,,,,,,,,,,1,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
275,1,FF,8,4,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,5.5261,0,1,149,5.003946306,3.9,0.7175,12.3,1.2,0.881818182,1.57,0.1425,-0.04,0.021818182,4,4,,,,,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
276,1,FF,9,23,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.8419,1,1,143,4.96284463,8.4,1.2,17.8,1.314285714,0.990909091,2.32,0.195,0.01,0.134545455,4,4,0.3965,76.67,193.3669609,5.264589735,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
277,1,BS,1,1,Non Coastal,Inland,82.07634,51,46.2071725,-92.819646,4.5236,1,1,149,5.003946306,7.8,1.2,19.1,0.885714286,1.054545455,1.61,0.1325,0.082,0.094545455,5,5,0.1589,39.13,246.2555066,5.506369642,1,4.672093868,27.81402397,1194.266479,26.83200073,-19.47550011,764,109,17,51.18334961,313,70,3b
278,1,TG,1,21,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,6.1334,1,1,147,4.990432587,14.2,,20,0.771428571,0.827272727,2.68,0.22,0,0.111818182,4,4,0.2112,38.52,182.3863636,5.206127314,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
279,1,FF,13,3,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,2.7188,0,0,,,,,,,,,,,,,,,,,,0,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
280,1,FF,11,3,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,2.6799,0,0,,,,,,,,,,,,,,,,,,0,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
281,1,TG,12,17,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.7452,0,1,164,5.099866428,1,,,,,1.54,,,,,4,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
282,1,SC,10,34,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,4.4496,0,1,151,5.017279837,13.1,,23.9,1.542857143,1.663636364,2.67,0.2025,-0.08,0.071818182,6,6,0.1561,32.83,210.3139013,5.348601183,1,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
283,1,GL,5,3,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,3.4117,0,1,151,5.017279837,14.7,,6.6,-1.157142857,0.227272727,2.73,0.23,0.054,0.166363636,4,4,0.2405,42.97,178.6694387,5.185537387,1,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
285,1,BS,7,4,Non Coastal,Inland,82.07634,51,46.2071725,-92.819646,4.7431,0,1,147,4.990432587,1.4,,10.5,1.228571429,0.890909091,1.38,,0.032,,,,0.3119,72.31,231.8371273,5.446035088,1,4.672093868,27.81402397,1194.266479,26.83200073,-19.47550011,764,109,17,51.18334961,313,70,3b
286,1,TG,9,19,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.8862,1,1,143,4.96284463,9.3,1.45,9.1,,0.036363636,2.81,0.2125,0.002,0.098181818,5,5,0.2776,51.65,186.0590778,5.226064246,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
287,1,TG,1,17,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.1376,1,1,149,5.003946306,3.7,0,10.5,0.242857143,0.3,2.08,0.2025,-0.196,0.133636364,4,4,0.1363,26.58,195.0110051,5.273055994,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
288,1,TG,4,13,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,6.2902,1,0,,,,,,,,,,,,,,,,,,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
289,1,GL,4,3,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,3.0397,0,0,,,,,,,,,,,,,,,,,,0,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
290,1,FF,13,11,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,3.9387,0,1,147,4.990432587,13.6,2.7,13.5,,0.263636364,2.43,0.155,0,0.098181818,5,5,0.1332,22.51,168.993994,5.129863176,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
291,1,TG,6,16,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.0007,1,1,149,5.003946306,8.5,1.525,16,0.857142857,0.745454545,2.11,0.12,-0.044,0.140909091,5,5,0.1435,27.12,188.989547,5.241691707,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
292,1,TG,3,50,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.9209,1,1,147,4.990432587,10.1,1.775,19.9,1.4,0.972727273,2.65,0.2075,0.026,0.101818182,6,6,0.1742,34.64,198.8518944,5.292560298,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
293,1,FF,4,6,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,3.711,0,1,147,4.990432587,10.9,2.175,11.5,0.071428571,0.354545455,3.02,0.32,0.102,0.145454545,4,4,0.311,46.86,150.6752412,5.0151268,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
294,1,SC,7,6,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,3.2492,0,1,162,5.087596335,8.3,,10.5,0.085714286,,1.59,,-0.04,,5,5,0.0527,13.84,262.6185958,5.570702774,1,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
295,1,FF,13,19,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,3.082,0,1,157,5.056245805,5.5,,11.9,0.9,,1.54,,0.086,,3,3,0.0377,11.5,305.0397878,5.72044222,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
296,1,GL,2,3,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,5.1674,0,1,149,5.003946306,11.2,,16.1,0.728571429,1.109090909,2.64,0.2075,-0.024,0.072727273,4,4,0.2913,66.53,228.389976,5.431054589,1,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
297,1,TG,11,7,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.9615,1,1,147,4.990432587,17.4,4.025,17.6,0.028571429,0.881818182,3.03,0.0975,-0.064,0.05,6,7,0.1149,17.46,151.9582245,5.023605645,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
298,1,GL,7,20,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,3.7581,0,1,149,5.003946306,11.7,2.675,12.6,0.114285714,0.745454545,2.24,0.1575,0.002,0.103636364,5,6,0.13,21.5,165.3846154,5.108273764,1,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
299,1,NJ,5,1,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,5.171,0,1,164,5.099866428,1.5,,3,,,1.64,,-0.05,,3,5,,,,,0,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
300,1,FF,9,11,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,5.2409,0,1,149,5.003946306,11.2,2.675,16.4,0.7,1.381818182,2.36,0.1875,-0.024,0.12,6,7,,,,,0,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
301,1,TG,2,49,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.8452,1,1,147,4.990432587,12.7,1.6,20.2,0.457142857,0.818181818,3,0.235,-0.01,0.125454545,4,4,0.4194,77.09,183.8102051,5.213903731,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
302,1,TG,6,4,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,4.8797,1,1,143,4.96284463,8,0.85,10.3,0.314285714,0.245454545,2.6,0.1625,0,0.082727273,3,3,0.2491,52.42,210.4375753,5.349189055,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
303,1,FF,1,21,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,4.5641,0,1,151,5.017279837,15.7,,16.4,0.1,1.309090909,2.5,0.1825,0.032,0.126363636,4,4,0.2094,37.65,179.7994269,5.191841935,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
304,1,MS,9,6,Coastal,Coastal,14.0495382,8.73,46.6952234,-92.231578,5.5161,1,1,147,4.990432587,10,1.65,22.1,1.714285714,1.318181818,2.73,0.0625,-0.014,0.047272727,6,6,0.2398,48.07,200.4587156,5.300608318,1,4.152458191,25.63767052,1172.005493,25.53425026,-18.87874985,775,106,19,50.02258682,311,72,4b
305,1,FF,4,26,Non Coastal,Inland,58.901844,36.6,46.247724,-92.3913,3.3592,0,1,149,5.003946306,6.3,1.2,5.3,,0.172727273,1.92,0.1875,0,0.047272727,5,5,0.0873,20.21,231.5005727,5.444582348,1,4.502624989,28.00518799,1169.764404,26.1704998,-19.28700066,779,108,19,49.211586,311,75,3b
306,1,TG,5,26,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,3.9271,1,1,143,4.96284463,9.3,1.2,18.5,1.257142857,0.854545455,2.74,0.205,0.024,0.114545455,4,4,0.1331,31.03,233.1329827,5.451609032,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
307,1,GL,3,12,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,2.7953,0,1,151,5.017279837,12.8,,13,0.014285714,0.936363636,2.15,0.1275,0,0.065454545,4,4,0.1564,31.64,202.3017903,5.309760594,1,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
308,1,MS,2,1,Coastal,Coastal,14.0495382,8.73,46.6952234,-92.231578,4.1563,0,1,155,5.043425117,10.3,,8.3,-0.285714286,0.572727273,2.08,0.125,0.04,0.127272727,6,6,0.1808,31.02,171.5707965,5.144995989,1,4.152458191,25.63767052,1172.005493,25.53425026,-18.87874985,775,106,19,50.02258682,311,72,4b
309,1,TG,13,25,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,6.817,1,1,147,4.990432587,13.4,2.225,13.9,0.071428571,0.390909091,2.94,0.2425,-0.02,0.122727273,7,7,0.1603,23.46,146.3505926,4.986005063,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
310,1,GL,7,16,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,3.6259,0,1,143,4.96284463,12.4,2.85,13,0.071428571,1.090909091,1.69,,0.166,,5,5,0.2534,50.54,199.4475138,5.295551113,1,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
311,1,NJ,9,1,Non Coastal,Inland,43.45218,27,46.4077174,-92.371857,6.8233,1,0,,,,,,,,,,,,,,,,,,0,4.456427097,27.64040565,1171.587646,26.26950073,-19.14175034,778,108,18,50.09030151,312,72,4b
312,1,TG,4,5,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,5.5655,1,1,143,4.96284463,10.1,1.65,10.3,0.028571429,0.072727273,2.71,0.1875,0.006,0.102727273,6,6,0.2908,52.72,181.2929849,5.200114424,1,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
313,1,BS,6,2,Non Coastal,Inland,82.07634,51,46.2071725,-92.819646,3.3938,0,0,,,,,,,,,,,,,,,,,,0,4.672093868,27.81402397,1194.266479,26.83200073,-19.47550011,764,109,17,51.18334961,313,70,3b
314,1,GL,11,23,Non Coastal,Interior,99.296278,61.7,46.1243969,-92.997152,3.8864,0,1,155,5.043425117,10.8,,11,0.014285714,0.863636364,1.97,0.125,0.12,0.155454545,5,5,0.285,45.69,160.3157895,5.077145554,1,4.91877079,27.29777527,1205.415771,27.00625038,-19.66024971,767,108,18,50.07316208,311,71,3b
315,1,TG,7,8,Coastal,Coastal,4.2808444,2.66,47.3368634,-91.270446,6.3742,1,1,147,4.990432587,11.8,2.1,15.8,0.171428571,0.509090909,3.15,0.3325,0.046,0.136363636,5,7,0.3263,51.61,158.1673307,5.063653528,0,3.205968618,27.50703049,1136.72937,24.32374954,-19.65175056,759,100,19,45.45040131,291,81,4b
316,1,BS,9,3,Non Coastal,Inland,82.07634,51,46.2071725,-92.819646,5.8114,0,0,,,,,,,,,,,,,,,,,,0,4.672093868,27.81402397,1194.266479,26.83200073,-19.47550011,764,109,17,51.18334961,313,70,3b
317,1,SC,10,30,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,3.92,0,0,,,,,,,,,,,,,,,,,,0,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
318,1,SC,2,23,Non Coastal,Inland,76.282716,47.4,46.10411,-92.478812,4.592,0,1,151,5.017279837,9.7,,11.8,0.285714286,0.745454545,1.96,0.11,0.014,0.075454545,4,4,0.1106,21.39,193.3996383,5.264758713,1,5.027978897,27.62866592,1176.161377,26.52449989,-18.87400055,773,107,20,48.59677124,309,77,3b
